selection_id,selection_group,pair_id,source_file,source_row,instance_id,repository,model_name,target,exit_status,issue_title,message_count,ai_turns,valid_cycles,length_band,complete_cycle_ratio,mean_thought_chars,action_categories,patch_chars,eval_log_chars,quality_score,selection_reason
CASE-0450,diversity,,train-00007-of-00012.jsonl,680,openlawlibrary__pygls-304,openlawlibrary__pygls,swe-agent-llama-70b,False,submitted (exit_context),position_from_utf16 in workspace.py may return incorrect result.,77,38,37,20-39,0.973684,386.24,edit|inspect|other|run|test,2578,2738,98.105,high-quality stratified sample adding task/model/length diversity
CASE-0451,diversity,,train-00008-of-00012.jsonl,1866,google__importlab-13,google__importlab,swe-agent-llama-70b,False,submitted,Importlab running under Python 3.6 and analyzing Python 2.7 can't find networkx,35,17,16,10-19,0.941176,329.56,edit|inspect|other|run|test,748,3680,86.534,high-quality stratified sample adding task/model/length diversity
CASE-0452,diversity,,train-00008-of-00012.jsonl,2960,repobee__repobee-csvgrades-23,repobee__repobee-csvgrades,swe-agent-llama-70b,False,submitted,Crash multiple issues matching the same grade spec,41,20,19,10-19,0.95,444.32,edit|inspect|other|run|test,16938,2512,88.75,high-quality stratified sample adding task/model/length diversity
CASE-0453,diversity,,train-00008-of-00012.jsonl,5135,gvalkov__tornado-http-auth-8,gvalkov__tornado-http-auth,swe-agent-llama-70b,False,submitted,authenticate_user method raises binascii.Error when provided auth is not base64,79,39,37,20-39,0.948718,387.16,edit|inspect|other|run|test,1168,1858,97.731,high-quality stratified sample adding task/model/length diversity
CASE-0454,diversity,,train-00008-of-00012.jsonl,526,cwacek__python-jsonschema-objects-234,cwacek__python-jsonschema-objects,swe-agent-llama-70b,False,submitted,Invalid resolution of nested `oneOf` for schemas of differing types,35,17,16,10-19,0.941176,386.06,edit|inspect|other|test,3572,3151,85.118,high-quality stratified sample adding task/model/length diversity
CASE-0455,diversity,,train-00009-of-00012.jsonl,1207,imankulov__linguee-api-51,imankulov__linguee-api,swe-agent-llama-70b,False,submitted,"500 error for ""über""",39,19,18,10-19,0.947368,393.5,edit|inspect|other|test,2639,4885,86.211,high-quality stratified sample adding task/model/length diversity
CASE-0456,diversity,,train-00009-of-00012.jsonl,1568,marcosschroh__dataclasses-avroschema-403,marcosschroh__dataclasses-avroschema,swe-agent-llama-70b,False,submitted,field ordering issue causing invalid python models,37,18,17,10-19,0.944444,348.47,edit|inspect|other|run|test,1732,3866,87.623,high-quality stratified sample adding task/model/length diversity
CASE-0457,diversity,,train-00009-of-00012.jsonl,2541,ikamensh__flynt-163,ikamensh__flynt,swe-agent-llama-70b,False,submitted,"Transform concatenation does not work with ""--string""",39,19,18,10-19,0.947368,326.94,edit|inspect|other|test,1646,3663,85.552,high-quality stratified sample adding task/model/length diversity
CASE-0458,diversity,,train-00009-of-00012.jsonl,4086,pynamodb__PynamoDB-1189,pynamodb__PynamoDB,swe-agent-llama-70b,False,submitted,"Setting <UnicodeSetAttribute>.set([]) (empty list) throws ""Nonetype is not iterable"" error.",41,20,19,10-19,0.95,308.79,edit|inspect|other|run|test,998,9444,87.573,high-quality stratified sample adding task/model/length diversity
CASE-0459,diversity,,train-00009-of-00012.jsonl,4581,cookiecutter__cookiecutter-1144,cookiecutter__cookiecutter,swe-agent-llama-70b,False,submitted,Fail with gitolite repository,41,20,19,10-19,0.95,351.53,edit|inspect|test,1300,8081,84.75,high-quality stratified sample adding task/model/length diversity
CASE-0460,diversity,,train-00009-of-00012.jsonl,4659,dandi__dandi-cli-96,dandi__dandi-cli,swe-agent-llama-70b,False,submitted,validate: crashes if file is not read ok,39,19,18,10-19,0.947368,355.83,edit|inspect|other|test,4194,4288,86.211,high-quality stratified sample adding task/model/length diversity
CASE-0461,diversity,,train-00009-of-00012.jsonl,4859,fimion__wheniwork-api-py-3,fimion__wheniwork-api-py,swe-agent-llama-70b,False,submitted,Error handling: make method to throw exceptions,33,16,15,10-19,0.9375,393.13,edit|inspect|other|test,839,2361,84.562,high-quality stratified sample adding task/model/length diversity
CASE-0462,diversity,,train-00009-of-00012.jsonl,4886,grappa-py__grappa-65,grappa-py__grappa,swe-agent-llama-70b,False,submitted,Checking for error/exception messages,39,19,18,10-19,0.947368,299.11,edit|inspect|other|run|test,298,2122,86.757,high-quality stratified sample adding task/model/length diversity
CASE-0463,diversity,,train-00009-of-00012.jsonl,5496,pylint-dev__astroid-1959,pylint-dev__astroid,swe-agent-llama-70b,False,submitted,v2.13.x regression: Crash when inspecting `PyQt5.QtWidgets` due to `RuntimeError` during `hasattr`,41,20,19,10-19,0.95,281.89,edit|inspect|other|run|test,1982,2556,86.804,high-quality stratified sample adding task/model/length diversity
CASE-0464,diversity,,train-00009-of-00012.jsonl,6141,briggySmalls__pyflipdot-5,briggySmalls__pyflipdot,swe-agent-llama-70b,False,submitted,The script cannot support board like 128 * 32,39,19,18,10-19,0.947368,404.0,edit|inspect|other|test,749,2342,86.211,high-quality stratified sample adding task/model/length diversity
CASE-0465,diversity,,train-00009-of-00012.jsonl,718,requests__requests-oauthlib-279,requests__requests-oauthlib,swe-agent-llama-70b,False,submitted,OAuth2Session doesn't use token if netrc is present,41,20,19,10-19,0.95,322.21,edit|inspect|other|test,1055,3681,85.956,high-quality stratified sample adding task/model/length diversity
CASE-0466,diversity,,train-00010-of-00012.jsonl,1875,spyder-ide__pyls-spyder-21,spyder-ide__pyls-spyder,swe-agent-llama-70b,False,submitted,Fix code blocks regular expression,45,22,19,10-19,0.863636,329.16,edit|inspect|other|test,742,1942,84.859,high-quality stratified sample adding task/model/length diversity
CASE-0467,diversity,,train-00010-of-00012.jsonl,2619,linw1995__data_extractor-22,linw1995__data_extractor,swe-agent-llama-70b,False,submitted,Can't locate SytanxError.text from source code.,35,17,16,10-19,0.941176,264.88,edit|inspect|other|run|test,893,5981,84.686,high-quality stratified sample adding task/model/length diversity
CASE-0468,diversity,,train-00010-of-00012.jsonl,2805,plotly__dash-796,plotly__dash,swe-agent-llama-70b,False,submitted,[BUG] Auto-generated docstrings contain JS boolean values instead of Python boolean values,39,19,18,10-19,0.947368,439.11,edit|inspect|other|test,1115,11566,86.211,high-quality stratified sample adding task/model/length diversity
CASE-0469,diversity,,train-00010-of-00012.jsonl,2816,pybel__pybel-460,pybel__pybel,swe-agent-llama-70b,False,submitted,Can't parse official ec-code keyword,77,38,37,20-39,0.973684,429.14,edit|inspect|other|run|test,1098,5107,98.105,high-quality stratified sample adding task/model/length diversity
CASE-0470,diversity,,train-00010-of-00012.jsonl,3831,inducer__pycparserext-46,inducer__pycparserext,swe-agent-llama-70b,False,submitted,"Cannot traverse nodes using NodeVisitor, FuncDeclExt is not iterable",41,20,19,10-19,0.95,332.84,edit|inspect|other|test,934,3174,86.26,high-quality stratified sample adding task/model/length diversity
CASE-0471,diversity,,train-00010-of-00012.jsonl,4088,mkorpela__overrides-59,mkorpela__overrides,swe-agent-llama-70b,False,submitted,Signature validation fails when __future__.annotations is imported,35,17,16,10-19,0.941176,339.12,edit|inspect|other|run|test,7321,2465,86.807,high-quality stratified sample adding task/model/length diversity
CASE-0472,diversity,,train-00010-of-00012.jsonl,4615,stfc__PSyclone-1165,stfc__PSyclone,swe-agent-llama-70b,False,submitted (exit_context),[psyir] Assignment.is_array_range does not work for Structures,81,40,39,20-39,0.975,355.74,edit|inspect|other|test,3012,3926,97.125,high-quality stratified sample adding task/model/length diversity
CASE-0473,diversity,,train-00011-of-00012.jsonl,2732,invenia__TagBotGitLab-24,invenia__TagBotGitLab,swe-agent-llama-70b,False,submitted (exit_context),Auto-merge does not work sometimes,81,40,39,20-39,0.975,495.36,edit|inspect|other|test,1508,1978,97.125,high-quality stratified sample adding task/model/length diversity
CASE-0474,diversity,,train-00011-of-00012.jsonl,39,pypa__wheel-514,pypa__wheel,swe-agent-llama-70b,False,submitted,wheel unpack doesn't preserve permissions,85,42,38,20-39,0.904762,344.63,edit|inspect|other|run|test,3907,2285,97.418,high-quality stratified sample adding task/model/length diversity
CASE-0475,diversity,,train-00011-of-00012.jsonl,3991,django__asgiref-325,django__asgiref,swe-agent-llama-70b,False,submitted (exit_context),"`sync.async_to_sync` incorrectly warns ""a non-async-marked callable"" for async callable class instance",79,39,38,20-39,0.974359,342.34,edit|inspect|other|run|test,3423,4005,98.397,high-quality stratified sample adding task/model/length diversity
CASE-0476,diversity,,train-00000-of-00012.jsonl,5479,fabiocaccamo__python-codicefiscale-24,fabiocaccamo__python-codicefiscale,swe-agent-llama-8b,False,submitted (exit_context),Unactive municipalities cannot be retrieved,95,47,38,20-39,0.808511,361.58,edit|inspect|test,1316,2403,92.128,high-quality stratified sample adding task/model/length diversity
CASE-0477,diversity,,train-00000-of-00012.jsonl,835,omni-us__jsonargparse-176,omni-us__jsonargparse,swe-agent-llama-8b,False,submitted,Cannot override Callable init_args without passing the class_path,69,34,33,20-39,0.970588,307.24,edit|inspect|other|run|test,987,9086,94.837,high-quality stratified sample adding task/model/length diversity
CASE-0478,diversity,,train-00001-of-00012.jsonl,3552,googleapis__google-resumable-media-python-343,googleapis__google-resumable-media-python,swe-agent-llama-8b,False,submitted (exit_context),"After retry limit reached, ResumableUpload.transmit_next_chunk propagates exception with invalid==False",63,31,30,20-39,0.967742,470.17,edit|inspect|other|test,1733,9781,92.516,high-quality stratified sample adding task/model/length diversity
CASE-0479,diversity,,train-00001-of-00012.jsonl,3698,lbl-srg__BuildingsPy-383,lbl-srg__BuildingsPy,swe-agent-llama-8b,False,submitted (exit_context),Bug in development.refactor.move_class when updating class path,77,38,37,20-39,0.973684,280.54,edit|inspect|other|test,5325,2942,94.121,high-quality stratified sample adding task/model/length diversity
CASE-0480,diversity,,train-00001-of-00012.jsonl,5221,pythonprofilers__memory_profiler-280,pythonprofilers__memory_profiler,swe-agent-llama-8b,False,submitted (exit_context),The first example in readme not working correctly,65,32,30,20-39,0.9375,585.17,edit|inspect|other|run|test,1065,2048,94.062,high-quality stratified sample adding task/model/length diversity
CASE-0481,diversity,,train-00001-of-00012.jsonl,902,mantidproject__mslice-848,mantidproject__mslice,swe-agent-llama-8b,False,submitted (exit_context),MSlice crashes upon opening plot options for a non-supported colour,81,40,39,20-39,0.975,266.0,edit|inspect|other|test,1838,2562,94.725,high-quality stratified sample adding task/model/length diversity
CASE-0482,diversity,,train-00002-of-00012.jsonl,6168,airspeed-velocity__asv-680,airspeed-velocity__asv,swe-agent-llama-8b,False,submitted (exit_context),JSON serialization problem,81,40,39,20-39,0.975,513.9,edit|inspect|other|run,410,3678,93.125,high-quality stratified sample adding task/model/length diversity
CASE-0483,diversity,,train-00003-of-00012.jsonl,2660,scrapinghub__price-parser-43,scrapinghub__price-parser,swe-agent-llama-8b,False,submitted (exit_context),Bug non break space.,67,33,32,20-39,0.969697,364.59,edit|inspect|other|test,4635,2313,93.545,high-quality stratified sample adding task/model/length diversity
CASE-0484,diversity,,train-00003-of-00012.jsonl,2939,M3t0r__tpl-12,M3t0r__tpl,swe-agent-llama-8b,False,submitted (exit_context),Fix trailing newline issue,67,33,32,20-39,0.969697,325.81,edit|inspect|other|test,5316,3698,92.854,high-quality stratified sample adding task/model/length diversity
CASE-0485,diversity,,train-00003-of-00012.jsonl,4289,awdeorio__mailmerge-60,awdeorio__mailmerge,swe-agent-llama-8b,False,submitted,Doesn't use charset=utf-8 when using markdown,75,37,36,20-39,0.972973,329.14,edit|inspect|other|test,603,2253,94.999,high-quality stratified sample adding task/model/length diversity
CASE-0486,diversity,,train-00003-of-00012.jsonl,5018,protolambda__remerkleable-21,protolambda__remerkleable,swe-agent-llama-8b,False,submitted,Error when computing `__len__` generalized index on `List` type,63,31,30,20-39,0.967742,274.47,edit|inspect|other|run|test,1071,3215,92.358,high-quality stratified sample adding task/model/length diversity
CASE-0487,diversity,,train-00004-of-00012.jsonl,1152,postlund__pyatv-944,postlund__pyatv,swe-agent-llama-8b,False,submitted (exit_context),Wrong state reported for MRP,81,40,39,20-39,0.975,258.72,edit|inspect|test,6334,4099,92.517,high-quality stratified sample adding task/model/length diversity
CASE-0488,diversity,,train-00005-of-00012.jsonl,6515,CleanCut__green-124,CleanCut__green,swe-agent-llama-8b,False,submitted (exit_context),Return a fail if no tests are found.,81,40,39,20-39,0.975,287.54,edit|inspect|other|test,3178,7120,95.34,high-quality stratified sample adding task/model/length diversity
CASE-0489,diversity,,train-00006-of-00012.jsonl,2426,devsnd__tinytag-171,devsnd__tinytag,swe-agent-llama-8b,False,submitted,"Fail to read track_total, but it is ok in foobar",69,34,32,20-39,0.941176,359.34,edit|inspect|other|run|test,1789,12024,95.118,high-quality stratified sample adding task/model/length diversity
CASE-0490,diversity,,train-00007-of-00012.jsonl,4934,fsspec__filesystem_spec-1202,fsspec__filesystem_spec,swe-agent-llama-8b,False,submitted (exit_context),bug: FSMap on_error option does not work with simplecache,69,34,32,20-39,0.941176,354.69,edit|inspect|run|test,1954,6629,93.118,high-quality stratified sample adding task/model/length diversity
CASE-0491,diversity,,train-00008-of-00012.jsonl,2496,macbre__sql-metadata-127,macbre__sql-metadata,swe-agent-llama-8b,False,submitted (exit_context),sql_metadata.get_query_columns  result error,81,40,37,20-39,0.925,277.3,edit|inspect|other|test,3892,2309,93.298,high-quality stratified sample adding task/model/length diversity
CASE-0492,diversity,,train-00008-of-00012.jsonl,3924,lundberg__respx-206,lundberg__respx,swe-agent-llama-8b,False,submitted,Cannot create a lookup to match empty params,77,38,36,20-39,0.947368,388.53,edit|inspect|other|test,680,13155,95.211,high-quality stratified sample adding task/model/length diversity
CASE-0493,diversity,,train-00008-of-00012.jsonl,985,mie-lab__trackintel-311,mie-lab__trackintel,swe-agent-llama-8b,False,submitted (exit_context),trips with geometries cause error in id assignment,73,36,35,20-39,0.972222,443.26,edit|inspect|other|test,1786,9644,95.083,high-quality stratified sample adding task/model/length diversity
CASE-0494,diversity,,train-00009-of-00012.jsonl,3430,google__latexify_py-182,google__latexify_py,swe-agent-llama-8b,False,submitted (exit_context),Wrong behavior around multiplication,77,38,37,20-39,0.973684,228.51,edit|inspect|other|test,3728,4183,92.634,high-quality stratified sample adding task/model/length diversity
CASE-0495,diversity,,train-00009-of-00012.jsonl,4905,hynek__structlog-478,hynek__structlog,swe-agent-llama-8b,False,submitted (exit_context),Interpolation raises an error for filtered out logs,73,36,35,20-39,0.972222,383.06,edit|inspect|other|run|test,3296,4412,97.083,high-quality stratified sample adding task/model/length diversity
CASE-0496,diversity,,train-00009-of-00012.jsonl,5073,jupyter__nbformat-198,jupyter__nbformat,swe-agent-llama-8b,False,submitted (exit_context),"When using fastjsonschema, nbformat.v4.new_code_cell throws error",77,38,37,20-39,0.973684,609.54,edit|inspect|other|run,242,3799,92.105,high-quality stratified sample adding task/model/length diversity
CASE-0497,diversity,,train-00010-of-00012.jsonl,3658,duo-labs__parliament-177,duo-labs__parliament,swe-agent-llama-8b,False,submitted (exit_context),parliament should catch invalid s3 bucket object resource arns,73,36,35,20-39,0.972222,364.51,edit|inspect|other|test,1988,2727,95.083,high-quality stratified sample adding task/model/length diversity
CASE-0498,diversity,,train-00010-of-00012.jsonl,3820,inducer__pycparserext-46,inducer__pycparserext,swe-agent-llama-8b,False,submitted (exit_context),"Cannot traverse nodes using NodeVisitor, FuncDeclExt is not iterable",75,37,36,20-39,0.972973,298.42,edit|inspect|other|test,1650,3152,94.121,high-quality stratified sample adding task/model/length diversity
CASE-0499,diversity,,train-00010-of-00012.jsonl,4608,reframe-hpc__reframe-3070,reframe-hpc__reframe,swe-agent-llama-8b,False,submitted,Passing an invalid mode should issue an error not a warning,81,40,39,20-39,0.975,240.33,edit|inspect|other|test,890,7573,93.992,high-quality stratified sample adding task/model/length diversity
CASE-0500,diversity,,train-00011-of-00012.jsonl,4440,openmrslab__suspect-40,openmrslab__suspect,swe-agent-llama-8b,False,submitted (exit_context),Spline denoising fails on numpy 1.12,77,38,36,20-39,0.947368,391.53,edit|inspect|test,4780,2395,93.211,high-quality stratified sample adding task/model/length diversity
